zip;state;city;lat;lng
61883;IL;Westville;40.045.113;-87.635.952
61884;IL;White Heath;40.100.911;-88.519.297
61910;IL;Arcola;39.687.001;-88.303.679
61911;IL;Arthur;39.707.679;-88.455.509
61912;IL;Ashmore;39.525.428;-88.034.097
61913;IL;Atwood;39.804.368;-88.449.446
61914;IL;Bethany;39.634.754;-88.754.301
61917;IL;Brocton;39.692.311;-87.926.258
61919;IL;Camargo;39.799.955;-88.146.815
61920;IL;Charleston;39.486.933;-88.176.115
61924;IL;Chrisman;39.799.572;-87.655.552
61925;IL;Dalton City;39.711.943;-88.797.459
61928;IL;Gays;39.479.553;-88.524.153
61929;IL;Hammond;3.979.465;-88.579.305
61930;IL;Hindsboro;39.701.799;-88.148.611
61931;IL;Humboldt;3.960.118;-88.314.089
61932;IL;Hume;39.800.882;-87.874.659
61933;IL;Kansas;39.552.533;-87.935.238
61937;IL;Lovington;39.719.192;-88.641.675
61938;IL;Mattoon;39.480.184;-88.376.152
61940;IL;Metcalf;39.800.847;-87.795.524
61942;IL;Newman;39.784.788;-88.000.055
61943;IL;Oakland;39.651.618;-88.025.325
61944;IL;Paris;39.613.219;-87.697.631
61951;IL;Sullivan;39.593.431;-88.603.767
61953;IL;Tuscola;39.799.509;-88.281.585
61956;IL;Villa Grove;39.868.716;-88.161.635
61957;IL;Windsor;39.430.198;-88.585.747
62001;IL;Alhambra;38.882.211;-89.744.123
62002;IL;Alton;38.908.651;-90.156.806
62006;IL;Batchtown;39.072.468;-90.659.114
62009;IL;Benld;39.093.903;-89.803.057
62010;IL;Bethalto;38.907.353;-90.034.447
62011;IL;Bingham;3.914.667;-89.195.789
62012;IL;Brighton;39.036.098;-90.144.312
62013;IL;Meppen;38.937.115;-90.590.696
62014;IL;Bunker Hill;39.040.827;-89.962.379
62015;IL;Butler;39.211.419;-89.530.535
62016;IL;Carrollton;39.300.937;-90.409.211
62017;IL;Coffeen;39.090.757;-8.939.454
62018;IL;Cottage Hills;38.912.377;-90.082.632
62019;IL;Donnellson;39.034.422;-89.490.858
62020;IL;62020;39.048.485;-89.865.796
62021;IL;Dorsey;38.983.237;-89.978.635
62022;IL;Dow;39.031.198;-90.301.059
62024;IL;East Alton;3.888.031;-90.083.045
62025;IL;Edwardsville;38.804.967;-89.963.697
62027;IL;Eldred;39.283.592;-90.532.874
62028;IL;Elsah;38.961.297;-90.331.913
62030;IL;Fidelity;39.132.286;-90.198.803
62031;IL;Fieldon;39.108.608;-90.529.742
62032;IL;Fillmore;39.103.872;-89.294.551
62033;IL;Dorchester;39.136.106;-89.818.577
62034;IL;Glen Carbon;38.760.871;-89.970.583
62035;IL;Godfrey;38.946.035;-90.206.024
62036;IL;Golden Eagle;38.896.138;-90.560.199
62037;IL;Grafton;39.002.134;-90.432.335
62040;IL;Mitchell;38.721.572;-90.115.822
62044;IL;Greenfield;39.349.058;-90.208.851
62045;IL;Hamburg;39.223.488;-90.699.546
62046;IL;Hamel;38.878.433;-89.872.678
62047;IL;Hardin;39.154.652;-90.624.002
62048;IL;Hartford;38.829.852;-90.074.533
62049;IL;Hillsboro;39.149.412;-89.488.146
62050;IL;Hillview;39.467.373;-90.512.837
62051;IL;Irving;39.208.903;-8.941.043
62052;IL;Jerseyville;39.121.324;-90.333.757
62053;IL;Kampsville;39.306.388;-90.626.934
62054;IL;Kane;39.203.688;-9.037.188
62056;IL;Litchfield;39.179.345;-89.649.915
62060;IL;Madison;3.868.109;-90.156.585
62061;IL;Marine;38.785.458;-89.821.376
62063;IL;Medora;39.198.593;-90.154.225
62064;IL;62064;39.010.683;-90.624.693
62065;IL;Michael;3.921.821;-90.633.498
62067;IL;Moro;38.931.769;-89.961.771
62069;IL;Mount Olive;39.070.504;-89.744.842
62070;IL;Mozier;39.287.719;-90.714.978
62074;IL;New Douglas;38.967.633;-89.739.235
62075;IL;Nokomis;39.303.642;-89.285.297
62079;IL;Piasa;39.151.697;-90.131.147
62080;IL;Ramsey;39.078.123;-89.105.147
62081;IL;Rockbridge;39.283.146;-90.255.818
62082;IL;Roodhouse;39.484.646;-90.349.814
62083;IL;Rosamond;39.389.229;-891.846
62084;IL;Roxana;38.848.154;-9.007.978
62086;IL;Sorento;38.969.342;-89.565.347
62088;IL;Staunton;3.901.348;-89.785.697
62090;IL;Venice;3.867.063;-90.168.928
62091;IL;Walshville;39.047.257;-89.634.968
62092;IL;White Hall;39.428.804;-90.401.899
62094;IL;Witt;39.246.919;-89.341.426
62095;IL;Wood River;38.864.279;-90.087.507
62097;IL;Worden;38.944.895;-89.853.214
62201;IL;Sauget;38.631.538;-90.138.066
62203;IL;East Saint Louis;38.599.191;-90.074.449
62204;IL;Washington Park;38.631.335;-90.102.008
62205;IL;East Saint Louis;38.614.947;-90.127.502
62206;IL;Cahokia;38.561.899;-9.016.587
62207;IL;Alorton;3.858.734;-9.012.829
62208;IL;Fairview Heights;38.596.044;-90.007.093
62214;IL;Venedy;38.360.422;-8.952.273
62215;IL;Albers;38.531.955;-89.620.151
62217;IL;Baldwin;38.175.351;-89.841.391
62218;IL;Bartelso;3.853.851;-89.457.841
62220;IL;Belleville;38.512.677;-89.984.693
62221;IL;Belleville;38.539.639;-89.958.302
62223;IL;Belleville;38.545.581;-90.037.775
62225;IL;Scott A F B;3.854.692;-89.858.775
62230;IL;Breese;38.618.802;-8.952.838
62231;IL;Carlyle;38.606.609;-89.380.544
62232;IL;Caseyville;38.634.458;-90.013.486
62233;IL;Chester;37.918.822;-89.821.807
62234;IL;Collinsville;38.683.545;-8.998.529
62236;IL;Columbia;38.432.469;-90.202.717
62237;IL;Swanwick;38.176.401;-89.582.064
62238;IL;Cutler;38.042.663;-89.566.127
62239;IL;Dupo;38.514.771;-90.194.188
62240;IL;East Carondelet;38.534.912;-90.220.782
62241;IL;Ellis Grove;38.005.358;-89.900.847
62242;IL;Evansville;3.809.258;-89.917.028
62243;IL;Freeburg;38.408.016;-8.991.806
62244;IL;Fults;38.179.736;-90.197.353
62245;IL;Germantown;38.548.677;-8.954.134
62246;IL;Greenville;38.893.338;-89.405.185
62248;IL;Hecker;38.281.039;-89.983.115
62249;IL;Highland;38.763.086;-89.678.894
62253;IL;Keyesport;38.738.773;-89.306.323
62254;IL;Lebanon;3.860.528;-89.799.213
62255;IL;Lenzburg;38.295.003;-89.792.202
62256;IL;Maeystown;3.824.112;-9.020.178
62257;IL;Marissa;38.245.455;-89.750.119
62258;IL;Mascoutah;38.474.496;-89.787.745
62260;IL;Millstadt;38.444.264;-90.088.818
62261;IL;Modoc;38.050.683;-90.016.261
62262;IL;Mulberry Grove;38.931.082;-89.246.297
62263;IL;Nashville;38.335.208;-89.384.058
62264;IL;New Athens;38.315.998;-89.872.777
62265;IL;New Baden;38.531.485;-89.692.232
62268;IL;Oakdale;38.257.285;-89.596.046
62269;IL;Shiloh;3.859.052;-899.093
62271;IL;Okawville;38.431.862;-89.523.045
62272;IL;Percy;3.801.261;-89.616.961
62274;IL;Pinckneyville;38.090.327;-8.938.578
62275;IL;Pocahontas;3.878.456;-89.524.684
62277;IL;Prairie Du Roche;38.085.468;-90.090.147
62278;IL;Red Bud;38.190.738;-89.988.356
62279;IL;Renault;38.170.396;-90.095.043
62280;IL;Rockwood;37.832.201;-89.621.445
62281;IL;Saint Jacob;3.872.448;-89.669.616
62283;IL;Shattuc;38.643.533;-89.205.436
62284;IL;Smithboro;38.873.893;-89.326.556
62285;IL;Smithton;38.423.137;-89.989.604
62286;IL;Sparta;38.131.815;-89.703.458
62288;IL;Steeleville;38.005.713;-89.666.458
62293;IL;Trenton;38.619.102;-89.644.696
62294;IL;Troy;38.724.275;-89.870.848
62295;IL;Valmeyer;38.295.163;-90.309.234
62296;IL;62296;38.377.482;-89.644.751
62297;IL;Walsh;38.020.286;-89.829.658
62298;IL;Waterloo;38.322.273;-90.147.773
62301;IL;Quincy;39.930.701;-91.376.284
62311;IL;Augusta;40.234.109;-90.955.416
62312;IL;Barry;39.704.662;-91.026.482
62313;IL;Basco;40.328.303;-91.196.983
62314;IL;Baylis;39.761.201;-90.883.216
62316;IL;Bowen;40.234.076;-91.070.491
62318;IL;Burnside;40.497.445;-91.142.392
62319;IL;Camden;40.151.076;-90.754.433
62320;IL;Camp Point;40.029.285;-91.076.926
62321;IL;Carthage;40.412.937;-91.100.522
62323;IL;Chambersburg;39.807.058;-90.663.017
62324;IL;Clayton;40.013.342;-90.955.394
62325;IL;Coatsburg;40.055.385;-91.174.733
62326;IL;Colchester;40.415.643;-9.078.456
62330;IL;Pontoosuc;40.620.062;-91.163.454
62332;IL;Detroit;39.618.307;-9.065.449
62334;IL;Elvaston;4.040.662;-9.121.642
62338;IL;Fowler;39.992.504;-91.245.226
62339;IL;Golden;40.120.257;-91.029.588
62340;IL;Griggsville;39.708.378;-90.724.891
62341;IL;Hamilton;40.439.213;-91.344.042
62343;IL;Hull;39.718.562;-91.233.844
62344;IL;Huntsville;40.154.396;-90.853.136
62345;IL;Kinderhook;39.695.313;-91.163.728
62346;IL;La Prairie;40.157.191;-90.984.387
62347;IL;Liberty;39.889.176;-9.108.688
62348;IL;Lima;40.170.098;-91.386.756
62349;IL;Loraine;40.153.197;-9.121.301
62351;IL;Mendon;40.085.658;-91.289.923
62352;IL;Milton;39.550.811;-90.644.346
62353;IL;Mount Sterling;39.980.279;-90.741.424
62355;IL;Nebo;39.420.181;-907.692
62356;IL;New Canton;39.634.242;-91.088.556
62357;IL;New Salem;39.699.573;-90.843.986
62358;IL;Niota;40.597.753;-91.299.136
62359;IL;Paloma;40.036.616;-91.205.287
62360;IL;Payson;39.815.253;-91.262.676
62361;IL;Pearl;39.444.072;-90.637.954
62362;IL;Perry;39.787.042;-90.746.105
62363;IL;Pittsfield;39.601.306;-90.807.269
62365;IL;Plainville;39.800.448;-91.143.598
62366;IL;Pleasant Hill;39.446.697;-90.877.011
62367;IL;Colmar;40.288.493;-90.873.815
62370;IL;Rockport;39.532.846;-90.972.178
62373;IL;Sutter;40.309.683;-91.376.094
62374;IL;Tennessee;4.041.399;-90.855.605
62375;IL;Timewell;40.011.658;-90.866.067
62376;IL;Ursa;40.080.918;-91.373.341
62378;IL;Versailles;39.888.286;-90.674.147
62379;IL;Warsaw;40.354.449;-91.434.803
62380;IL;West Point;40.245.184;-91.249.568
62401;IL;Effingham;39.121.727;-88.561.105
62410;IL;Allendale;38.523.236;-87.721.901
62411;IL;Altamont;39.063.449;-88.748.092
62413;IL;Annapolis;39.117.857;-87.802.875
62414;IL;Beecher City;39.183.515;-8.880.385
62415;IL;Birds;38.812.059;-87.681.545
62417;IL;Bridgeport;38.694.506;-87.854.926
62418;IL;Brownstown;38.989.118;-88.949.438
62419;IL;Calhoun;38.635.116;-88.003.745
62420;IL;Casey;39.301.716;-87.991.306
62421;IL;Claremont;38.742.904;-87.972.685
62422;IL;Cowden;39.232.643;-88.886.799
62423;IL;Dennison;39.449.033;-8.758.671
62424;IL;Dieterich;39.031.875;-88.407.448
62425;IL;Dundas;38.830.572;-88.097.309
62426;IL;Laclede;3.891.318;-88.663.868
62427;IL;Flat Rock;38.909.606;-87.683.747
62428;IL;Hazel Dell;39.239.454;-88.144.502
62431;IL;Herrick;39.224.481;-88.981.211
62432;IL;Hidalgo;39.122.808;-88.139.706
62433;IL;Hutsonville;39.106.357;-87.669.455
62434;IL;Ingraham;38.828.446;-88.320.374
62436;IL;Jewett;39.207.596;-8.824.744
62438;IL;Lakewood;39.313.358;-88.871.474
62439;IL;Lawrenceville;38.730.862;-87.678.397
62440;IL;Lerna;3.939.579;-88.253.026
62441;IL;Marshall;39.421.999;-87.692.261
62442;IL;Martinsville;39.317.443;-87.870.737
62443;IL;Mason;38.964.453;-88.623.396
62445;IL;Montrose;39.157.274;-8.833.497
62446;IL;Mount Erie;38.522.151;-88.218.521
62447;IL;Neoga;39.322.024;-88.450.288
62448;IL;Newton;38.984.678;-88.170.386
62449;IL;Oblong;39.001.043;-87.895.016
62450;IL;Olney;38.733.389;-88.080.936
62451;IL;Palestine;39.002.823;-87.615.695
62452;IL;Parkersburg;38.589.998;-88.064.722
62454;IL;Robinson;39.007.034;-87.748.352
62458;IL;Saint Elmo;39.031.544;-88.855.181
62460;IL;Saint Francisvil;38.612.494;-87.673.628
62461;IL;Shumway;39.188.138;-88.641.826
62462;IL;Sigel;3.921.762;-88.480.301
62463;IL;Stewardson;3.927.199;-88.631.853
62465;IL;Strasburg;39.364.111;-88.627.862
62466;IL;Sumner;38.734.077;-87.780.728
62467;IL;Teutopolis;39.131.978;-88.476.741
62468;IL;Toledo;39.277.223;-88.246.821
62469;IL;Trilla;39.385.286;-88.345.698
62471;IL;Vandalia;3.894.391;-89.104.116
62473;IL;Watson;39.039.488;-88.559.876
62474;IL;Westfield;39.442.369;-88.044.799
62475;IL;West Liberty;38.894.989;-88.097.929
62476;IL;West Salem;38.518.267;-88.032.297
62477;IL;West Union;39.240.185;-87.651.215
62478;IL;West York;39.193.793;-87.713.073
62479;IL;Wheeler;39.018.185;-88.317.536
62480;IL;Willow Hill;38.975.654;-88.017.156
62481;IL;Yale;39.129.975;-8.801.047
62501;IL;Newburg;39.991.581;-88.821.371
62510;IL;Assumption;39.509.489;-89.039.807
62511;IL;Atwater;39.310.733;-89.763.374
62512;IL;Beason;40.143.652;-89.194.801
62513;IL;Blue Mound;39.697.813;-89.113.558
62514;IL;Boody;39.762.824;-89.072.061
62515;IL;Buffalo Hart;39.847.201;-89.388.846
62518;IL;Chestnut;40.058.202;-89.190.014
62520;IL;Dawson;3.985.629;-89.460.329
62521;IL;Decatur;39.827.137;-88.925.984
62522;IL;Decatur;39.843.237;-88.986.139
62523;IL;Decatur;39.841.694;-88.953.435
62526;IL;Bearsdale;39.877.413;-88.953.515
62530;IL;Cimic;39.567.684;-89.654.654
62531;IL;Edinburg;39.661.223;-89.377.884
62533;IL;Thomasville;39.453.048;-89.642.718
62534;IL;Brunswick;39.503.253;-88.756.208
62536;IL;Glenarm;39.632.713;-89.658.144
62538;IL;Harvel;39.371.865;-8.953.804
62539;IL;Illiopolis;39.849.929;-89.251.319
62543;IL;Latham;3.997.111;-89.172.492
62544;IL;Macon;39.704.093;-88.988.026
62545;IL;Bolivia;3.977.771;-89.417.692
62546;IL;Morrisonville;39.415.336;-8.945.407
62547;IL;Mount Auburn;39.762.845;-89.235.672
62548;IL;Mount Pulaski;40.004.482;-89.293.482
62549;IL;Hervey City;39.778.883;-88.870.207
62550;IL;Radford;39.616.135;-89.012.776
62551;IL;Niantic;39.858.175;-89.170.071
62552;IL;Casner;39.896.897;-88.805.591
62553;IL;Oconee;39.288.408;-89.083.636
62554;IL;Oreana;39.935.135;-88.854.675
62555;IL;Owaneco;39.477.508;-89.195.071
62556;IL;Clarksdale;39.470.817;-89.425.555
62557;IL;Dunkel;39.388.124;-89.078.165
62558;IL;Sicily;39.590.966;-89.578.955
62560;IL;Raymond;39.310.551;-89.585.135
62561;IL;Spaulding;39.855.239;-89.541.908
62563;IL;Berry;39.759.047;-89.547.208
62565;IL;Clarksburg;39.404.873;-88.804.615
62567;IL;Stonington;39.640.482;-89.191.328
62568;IL;Hewittsville;39.554.516;-89.313.357
62571;IL;Dollville;3.936.576;-88.974.517
62572;IL;Waggoner;3.938.383;-89.647.429
62573;IL;Heman;39.939.737;-89.068.316
62601;IL;Orleans;39.725.935;-90.035.304
62611;IL;Arenzville;39.897.927;-90.363.595
62612;IL;Newmansville;3.989.168;-90.028.721
62613;IL;Fancy Prairie;39.964.813;-8.972.108
62615;IL;Auburn;39.591.787;-89.744.033
62617;IL;Lynchburg;40.161.774;-90.148.568
62618;IL;Beardstown;40.004.356;-90.422.851
62621;IL;Exeter;39.744.078;-90.530.527
62624;IL;Bader;40.155.025;-90.351.671
62625;IL;Cantrall;39.911.267;-8.966.426
62626;IL;Comer;39.279.821;-89.888.935
62627;IL;Panther Creek;40.038.437;-90.147.657
62628;IL;Chapin;39.771.581;-90.411.299
62629;IL;Chatham;39.673.679;-89.711.212
62630;IL;Hagaman;39.270.756;-90.076.632
62631;IL;Concord;39.822.958;-90.372.175
62633;IL;Biggs;40.235.482;-89.846.447
62634;IL;Broadwell;40.002.394;-89.474.938
62635;IL;Emden;40.294.538;-89.517.441
62638;IL;Clements;39.608.461;-90.048.535
62639;IL;Frederick;40.070.246;-90.504.391
62640;IL;Mcvey;39.447.182;-89.780.535
62642;IL;Hubly;40.079.859;-89.711.606
62643;IL;Hartsburg;40.245.073;-89.451.944
62644;IL;Eckard;40.295.995;-9.004.952
62649;IL;Hettick;39.375.217;-90.067.161
62650;IL;Arcadia;39.729.269;-90.236.238
62655;IL;Kilbourne;40.158.696;-90.004.279
62656;IL;Lincoln;4.014.508;-89.368.376
62661;IL;Loami;39.670.394;-89.858.823
62664;IL;Luther;40.199.938;-89.699.256
62665;IL;Naples;39.797.631;-90.549.542
62666;IL;Middletown;40.096.668;-8.958.182
62667;IL;Modesto;39.475.965;-89.979.386
62668;IL;Nortonville;39.572.952;-90.231.189
62670;IL;Bates;39.736.048;-89.905.721
62671;IL;New Holland;40.168.226;-8.956.044
62672;IL;Nilwood;39.387.199;-89.778.411
62673;IL;Oakford;40.099.445;-89.960.135
62674;IL;Barr;3.941.654;-89.956.736
62675;IL;Atterbury;40.011.529;-89.847.874
62676;IL;Plainview;39.128.311;-89.975.687
62677;IL;Farmingdale;39.849.767;-89.838.361
62681;IL;Layton;40.124.189;-90.560.883
62682;IL;Allen;40.294.466;-89.625.029
62683;IL;Scottville;39.478.167;-90.096.921
62684;IL;Barclay;39.889.456;-8.960.251
62685;IL;Royal Lakes;39.124.165;-90.048.737
62688;IL;Tallula;39.940.188;-89.882.274
62690;IL;Virden;39.506.447;-89.778.332
62691;IL;Little Indian;39.945.475;-90.212.681
62692;IL;Waverly;39.586.983;-89.944.903
62693;IL;Williamsville;39.930.438;-89.534.172
62694;IL;Glasgow;39.614.113;-90.433.696
62701;IL;Springfield;3.980.004;-89.649.531
62702;IL;Grandview;39.816.768;-89.644.147
62703;IL;Southern View;39.772.401;-8.963.333
62704;IL;Jerome;39.780.319;-89.681.066
62707;IL;Andrew;39.772.842;-89.663.991
62801;IL;Centralia;38.524.117;-89.136.478
62803;IL;Hoyleton;38.445.468;-89.306.854
62806;IL;Albion;38.374.003;-88.063.557
62807;IL;Alma;38.723.089;-88.915.695
62808;IL;Ashley;38.306.002;-89.231.115
62809;IL;Barnhill;38.278.144;-88.350.831
62810;IL;Belle Rive;38.215.268;-88.755.801
62812;IL;Benton;3.799.998;-88.922.659
62814;IL;Bluford;38.353.138;-8.875.872
62815;IL;Bone Gap;38.448.967;-88.002.491
62816;IL;Bonnie;38.198.017;-88.922.884
62817;IL;Broughton;37.954.554;-88.467.775
62818;IL;Browns;38.376.433;-87.992.824
62819;IL;Buckner;37.966.881;-88.977.993
62820;IL;Burnt Prairie;38.208.151;-88.214.719
62821;IL;Carmi;38.080.819;-88.166.987
62822;IL;Christopher;37.984.905;-89.057.367
62823;IL;Cisne;38.513.774;-88.404.524
62824;IL;Clay City;38.669.501;-88.351.641
62827;IL;Crossville;38.166.029;-88.059.474
62828;IL;Dahlgren;38.197.479;-88.636.311
62829;IL;Dale;37.996.585;-88.534.231
62830;IL;Dix;3.843.329;-88.965.697
62831;IL;Du Bois;38.252.638;-89.204.187
62832;IL;Du Quoin;38.013.687;-89.233.268
62833;IL;Ellery;38.365.021;-88.133.455
62835;IL;Enfield;38.092.746;-88.332.546
62836;IL;Ewing;3.807.021;-88.850.441
62837;IL;Fairfield;38.378.214;-88.359.323
62838;IL;Farina;38.846.902;-88.761.412
62839;IL;Flora;38.670.337;-8.849.186
62840;IL;Frankfort Height;37.901.301;-88.845.651
62842;IL;Geff;38.441.326;-88.414.428
62843;IL;Golden Gate;38.364.514;-88.207.466
62844;IL;Grayville;38.262.707;-88.003.539
62845;IL;Herald;37.967.542;-88.213.152
62846;IL;Ina;38.152.743;-88.889.362
62849;IL;Iuka;38.613.563;-88.768.925
62850;IL;Johnsonville;38.525.628;-88.588.701
62851;IL;Keenes;38.369.146;-88.648.058
62853;IL;Kell;38.513.256;-88.841.107
62854;IL;Kinmundy;38.755.857;-88.812.999
62855;IL;Lancaster;38.537.438;-87.871.216
62858;IL;Bible Grove;38.811.856;-88.510.046
62859;IL;Mc Leansboro;38.093.861;-88.528.556
62860;IL;Macedonia;38.013.023;-88.696.077
62862;IL;Mill Shoals;38.244.675;-88.333.817
62863;IL;Mount Carmel;38.414.727;-87.791.107
62864;IL;Mount Vernon;38.317.014;-88.910.525
62865;IL;Mulkeytown;37.968.712;-891.159
62866;IL;Nason;38.173.872;-88.968.839
62867;IL;New Haven;37.899.907;-88.128.458
62868;IL;Noble;38.711.851;-88.219.038
62869;IL;Norris City;379.773;-8.832.434
62870;IL;Odin;38.608.786;-89.055.228
62871;IL;Omaha;37.890.423;-88.286.484
62872;IL;Opdyke;38.274.955;-88.774.955
62875;IL;Patoka;38.754.852;-89.094.188
62877;IL;Richview;38.408.227;-89.175.572
62878;IL;Rinard;38.580.596;-88.464.094
62880;IL;Saint Peter;38.869.684;-88.855.998
62881;IL;Salem;38.626.421;-88.948.077
62882;IL;Sandoval;38.613.113;-8.911.401
62883;IL;Scheller;38.173.095;-89.092.691
62884;IL;Sesser;38.089.422;-89.057.404
62885;IL;Shobonier;38.844.584;-89.078.959
62886;IL;Sims;38.392.318;-88.530.642
62887;IL;Springerton;38.169.868;-88.372.611
62888;IL;Tamaroa;38.137.969;-89.223.091
62889;IL;Texico;38.425.035;-88.870.151
62890;IL;Thompsonville;37.880.438;-88.768.394
62892;IL;Vernon;38.803.328;-89.083.001
62893;IL;Walnut Hill;38.520.006;-88.984.514
62894;IL;Waltonville;38.246.479;-89.006.702
62895;IL;Wayne City;38.332.808;-88.583.317
62896;IL;West Frankfort;37.897.914;-88.930.724
62897;IL;Whittington;38.098.937;-88.863.456
62898;IL;Woodlawn;3.838.444;-89.074.457
62899;IL;Xenia;38.669.747;-8.863.789
62901;IL;Carbondale;37.719.994;-89.215.762
62905;IL;Alto Pass;37.568.142;-89.317.179
62906;IL;Anna;37.466.777;-89.220.684
62907;IL;Ava;37.879.286;-89.465.366
62908;IL;Belknap;37.326.584;-88.950.652
62910;IL;New Liberty;37.138.731;-88.611.944
62912;IL;Buncombe;37.463.661;-88.980.586
62913;IL;Cache;37.114.131;-89.298.018
62914;IL;Cairo;37.012.293;-89.181.104
62916;IL;Campbell Hill;37.922.778;-89.579.901
62917;IL;Carrier Mills;37.678.199;-88.612.706
62918;IL;Carterville;37.774.785;-89.097.793
62919;IL;Cave In Rock;37.517.947;-88.221.961
62920;IL;Cobden;37.542.358;-89.245.741
62922;IL;Creal Springs;37.628.393;-88.880.697
62923;IL;Cypress;37.366.223;-89.014.414
62924;IL;De Soto;3.781.473;-89.221.834
62926;IL;Dongola;37.371.234;-89.134.933
62928;IL;Eddyville;3.752.439;-88.594.893
62930;IL;Eldorado;37.813.885;-88.443.382
62931;IL;Elizabethtown;37.466.492;-88.286.735
62932;IL;Elkville;37.915.506;-89.233.574
62934;IL;Equality;37.727.786;-883.445
62935;IL;Galatia;37.827.444;-88.623.488
62938;IL;Brownfield;37.349.984;-88.555.148
62939;IL;Goreville;37.574.985;-88.965.524
62940;IL;Gorham;37.740.611;-89.444.031
62941;IL;Grand Chain;37.251.043;-89.008.335
62942;IL;Grand Tower;3.763.222;-8.949.986
62943;IL;Grantsburg;3.739.672;-88.770.489
62946;IL;Harrisburg;37.725.661;-8.854.404
62947;IL;Herod;37.469.731;-88.458.062
62948;IL;Herrin;37.801.884;-8.902.316
62950;IL;Jacob;37.743.738;-89.544.359
62951;IL;Johnston City;37.824.477;-88.920.858
62952;IL;Jonesboro;37.446.082;-89.291.494
62953;IL;Joppa;37.247.192;-8.884.819
62954;IL;Junction;37.695.206;-88.249.071
62955;IL;Karbers Ridge;37.463.071;-88.367.893
62956;IL;Karnak;37.291.066;-88.973.943
62957;IL;Mc Clure;37.301.983;-89.453.119
62958;IL;Makanda;37.656.396;-89.214.232
62959;IL;Marion;37.725.662;-88.929.447
62960;IL;Metropolis;37.175.348;-88.725.179
62961;IL;Millcreek;37.353.127;-89.269.889
62962;IL;Miller City;37.103.359;-89.349.443
62963;IL;Mound City;37.086.474;-89.163.687
62964;IL;Mounds;3.711.883;-89.200.064
62966;IL;Murphysboro;37.765.464;-89.331.749
62967;IL;New Burnside;37.580.608;-88.771.253
62970;IL;Olmsted;37.193.507;-89.093.266
62972;IL;Ozark;37.536.704;-88.768.778
62974;IL;Pittsburg;3.778.387;-88.870.393
